GLOTTOCODE;Name;ISOCODE
melp1239;Melpa-Tembagla;
memb1238;Membi;
memb1239;Membi-Mangbutu-Efe;
memo1238;Memoni;mby
mena1240;Mena;
mend1261;Mendankwe-Nkwen;mfd
mend1262;Mendankwe;
mend1263;Mende-Loma;
mend1264;Mende-Bandi;
mend1265;Mende-Loko;
mend1266;Mende (Sierra Leone);men
mend1267;Mendalam Kayan;xkd
mend1268;Mende (Papua New Guinea);sim
mene1239;Menemo;
meng1262;Mengda;
meng1263;Mengisa;mct
meng1264;Mengaka;xmg
meng1265;Mengum;
meng1266;Mengenic;
meng1267;Mengen;mee
meng1268;Mengkatip;
meng1269;Menggala;
meng1270;Menggatal;
meng1271;Mengau;
meni1246;Meni;
meni1247;Menien;
menk1238;Menka;mea
menk1239;Menka-Atong;
menn1234;Menno Plautdietsch;
meno1251;Meno-Mene;
meno1252;Menominee;mez
meno1253;Menorquí;
menr1235;Menraq-Batek;
ment1247;Mentebah-Suruk;
ment1248;Mentawai-Nias-Sikule;
ment1249;Mentawai;mwv
ment1250;Mentuh Tapuh;
ment1251;Menterap;
ment1252;Mentasta;
menu1237;Menui;
meny1244;Menya (Uganda);
meny1245;Menya;mcr
menz1238;Menzime;
meos1237;Meoswar;mvx
meph1234;Mephaa;
mepu1234;Mepuri;
mera1242;Meramera;mxm
mera1243;Merap;
mera1244;Meranjat;
merc1242;Middle-Modern English;
merc1243;Mercian;
merd1234;Merdeka;
mere1241;Méré;
mere1242;Merei;lmb
mere1246;Merey;meq
mere1247;Mereic Gula;
merg1238;Myeik;
meri1242;Meridionale;
meri1243;Merina;
meri1244;Meriam;ulk
meri1245;Meri;
merl1237;Merlav;mrm
mero1237;Meroitic;xmr
merr1238;Mer (Bench);
merr1239;Mer;mnu
meru1245;Meru;mer
merw1238;Merwari;wry
mesa1245;Mesaka;iyo
mesa1246;Mesara;
mesa1247;Mesari;
mesc1238;Mescalero-Chiricahua Apache;apm
mese1243;Niguessen (Mese);
mese1244;Mese;mci
mese1245;Mesekol;
mesi1242;Mesise;
mesi1243;Mesi;
mesi1244;Mesiang;
mesk1241;Meskhur-Javakhuri;
mesk1242;Meskwaki;sac
mesk1243;Meskwakie;
mesm1239;Mesme;zim
mesm1243;Mesmes;mys
meso1252;Gilit Mesopotamian Arabic;acm
meso1253;Meso Melanesian linkage;
meso1254;Meso-Cordilleran;
mesq1240;Mesqan;mvz
mess1244;Messapic;cms
mess1247;Messinese;
mess1248;Messa-Dote;
meta1238;Meta';mgo
meta1239;Metalsa;
mete1238;Metemma;
metl1237;Metla-Kinwat;
metl1238;Metlatónoc Mixtec;mxv
metn1237;Metnyo;
meto1239;Metomka;
mets1238;Metsam;
meud1237;Meudana;
mewa1248;Mewasi;
mewa1249;Mewari;mtr
mewa1250;Mewati;wtm
mewa1251;Mewati (Haryanvi);
mewa1252;Mewahang;
mewa1253;Mewari-Gade Lohar;
mewa1254;Mewati-Gojri;
mexi1237;Mexican Sign Language;mfs
mexi1248;Mexican Spanish;
meya1236;Meyah;mej
meyi1234;Western Kho-Bwa;
meym1234;Meyma'i;
mezi1238;Mezimko;
mezo1235;Mezontla Popoloca;pbe
mezq1235;Mezquital Otomi;ote
mfee1238;Mfe;
mfen1238;Mfengu;
mfin1238;Mfinu;zmf
mfum1238;Southern Mfumte;nfu
mfum1239;Mfumteic;
mfuo1234;Mfuome;
mgao1238;Mgao;
mgbo1238;Mgbo;gmz
mhal1238;Mhallami;
mhar1238;Mhari;
miad1237;Miadeba;
miag1237;Miag-Ao;
miah1235;Cuixtla-Xitla Zapotec;zam
miah1236;Miahuatecano;
miah1237;Miahuateco;
miam1251;Miamu;
miam1252;Miami;mia
mian1253;Mianchi Qiang;
mian1254;Miani;pla
mian1255;Mianic;
mian1256;Mian;mpt
mian1257;Mianmin;
miao1234;Miao-Dong;
miar1236;Miarrã;xmi
mica1242;Micari;
mica1243;Mica;
mich1243;Michif;crg
mich1245;Michoacán Nahuatl;ncl
mich1246;Michoacán Mazahua;mmc
micr1243;Micronesian;
mida1234;Mid-Atlantic American English;
midd1316;Middle French;frm
midd1317;Middle English;enm
midd1318;Middle Low German;gml
midd1319;Middle Franconian;
midd1321;Middle Dutch;dum
midd1322;Middle Estonian;
midd1323;Middle Great Andamanese;
midd1324;Middle Chulym Turkic;
midd1325;Central Tatar;
midd1326;Middle Kheng;
midd1327;Middle Watut;mpl
midd1332;Middle Egypt;
midd1342;Northern Middle Egypt Arabic;
midd1343;Middle High German;gmh
midd1344;Middle Chinese;ltc
midd1345;Middle-Modern Low German;
midd1347;Middle-Modern Dutch;
midd1348;Middle Bomokandian;
midd1349;Middle-Modern High German;
midd1350;Middle Indo-Aryan;
midd1351;Middle Mongol;xng
midd1352;Middle-Modern Persian;
midd1353;Middle Ob Khanty;
midd1354;Middle-Modern Sinitic;
midd1357;Middle Clarence Bandjalang;bdy
midd1358;Middle Even;
midd1359;Middle Breton;
midd1360;Middle Irish (10-12th century);mga
midd1361;Mid Dumfries Scots;
midd1362;Middle Greek;
midd1363;Middle Welsh;
midd1364;Middle Armenian;
midd1365;Middle Amur Dagur;
midd1366;Middle Aramaic;
midd1367;Middle-Modern Aramaic;
midd1368;Middle Kuskokwim Ingalik;
midd1369;Middle Egyptian;
midd1370;Middle Babylonian;
midd1371;Middle Assyrian;
midd1372;Middle Korean;
midd1373;Middle Lozva;
midd1374;Middle Konda;
mide1238;Mideastern Yiddish;
midg1235;Mid Grand Valley Dani;dnt
midi1237;Midiki;
midi1241;Midin;
midl1241;Midland Mixe;
midl1242;Midlands Zimbabwe Sign;
midl1243;Midland American English;
midl1244;Midlaliri;
midm1238;Mid Mortlock;
midn1239;Midnapore Oriya;
midn1241;Mid-North Lower East Franconian;
midn1242;Mid Northern Scots;
mido1240;Midob;mei
mids1242;Mid-Southern Central Core Bandaic;
mids1243;Mid-Southern Banda;bjo
mids1244;Mid-South Welsh English;
mids1245;Mid Scots;
mids1246;Mid-Southern New Caledonian;
midw1242;Midwestern Yiddish;
midw1243;Mid-Wahgi;
midy1238;Midyat;
miee1237;Mie;
mien1242;Mienic;
mien1243;Mien-Mun;
mien1244;Mienge;
miga1241;Migabac;mpp
miga1249;Migaama;mmy
migu1234;Miguri;
migu1236;Migueleño Salinan;
mihr1234;Mihrijan;
miis1236;Miisiirii;
mija1240;Mijaranés Aranés;
mija1241;Mijaranypa;
miji1238;Mijikenda;
miji1239;Miji;
miji1240;Mijikenda-Pokomo-Comorian;
miju1243;Kman;mxj
miju1244;Mìjuu;
mika1239;Mikasuki;mik
mika1254;Mikarewan;
mika1255;Mikawa;
mika1256;Mikaya-Bambengangale-Baluma;
mike1238;Mikebwe;
mike1242;Mikere;
mike1243;Mikea;
miki1243;Mikik;
miki1244;Mikiri-nganha;
mikm1235;Mi'kmaq;mic
miko1239;Miko;
mila1243;Milanese;
mila1245;Milang;
mild1238;Mildjingi;
mili1235;Mili;ymh
mili1236;Mili Tibetan;
mill1237;Millcayac;
milo1241;Milo;
milt1241;Miltu;mlj
milu1241;Miluk;iml
mily1238;Milyan;imy
mima1238;Mima;
mimi1240;Mimi-Gaudefroy;
mimi1241;Mimi-Nachtigal;
mimi1245;Mi Mijivin;
mimi1246;Mimi;miv
mina1267;Mina (India);myi
mina1268;Minangkabau;min
mina1269;Minaveha;mvn
mina1270;Mina Mina Gorong;
mina1271;Minangali;
mina1272;Minahasan;
mina1273;Mina;
mina1274;Minanibai-Foia Foia;mcv
mina1276;Mina (Cameroon);hna
mina1279;Minaean;inm
mina1280;Minangkabauic;
mina1281;Minabic;
mina1282;Minabi;
minb1236;Northwestern Min Bei;
minb1243;Minbu;
minb1244;Min Bei Chinese;mnp
mind1253;Min Dong Chinese;cdo
mind1254;Minda;
mind1255;Mindiri;mpn
mind1256;Mindanao;
mind1257;Mindanao Visayan;
mind1258;Mindjim;
mind1262;Mindéra;
mind1263;Minderico;drc
mine1239;Mineo;
ming1252;Mingrelian;xmf
ming1253;Mingbari;
ming1254;Mingang Doso;mko
ming1255;Mingxi;
ming1256;Mingar;
ming1257;Mingad;
minh1238;Mangghuer;
mini1250;Minir;
mini1251;Minigir;vmg
mini1252;Miniafia;
mini1253;Minidien;wii
mini1254;Nipissing;
mini1255;Minica-Murui;
mini1256;Minica Huitoto;hto
mini1257;Minigir-Tolai;
mini1258;Minigir-based pidgin;
mini1259;Minifire;
minj1241;Minjori;
minj1242;Minjangbal;
mink1237;Minkin;xxm
minn1241;Min Nan Chinese;nan
minn1248;Min;
minn1249;Minna;
minn1250;Minnesota Border Chippewa;
mino1236;Minoan;omn
mino1243;Minokok;mqq
mino1244;Mino;
minr1238;Minriq;mnq
mint1239;Mintil;mzt
mint1240;Minto-Tolovana-Toklat-Nenana-Wood River;
minu1238;Minungo;
miny1239;Minyong;
miny1240;Mising;
minz1235;Min Zhong Chinese;czo
minz1236;Minz Zhuang;zgm
mios1237;Mios Num;
miqi1235;Miqie;yiq
mira1251;Mirandese;mwl
mira1252;Miraski;
mira1253;Miramar Chontal;
mira1254;Miraña;
mird1238;Mirdha-Kharia;
mire1238;Mire;mvh
mirg1238;Mirgan;zrg
miri1266;Miriwung;mep
miri1267;Miri;
miri1268;Miriei;
miri1269;Miri (Malaysia);
miri1270;Miriti;mmv
miri1271;Miri (Arunachal Pradesh);
miri1272;Miringi;
miri1273;Miriwoong Sign Language;rsm
mirk1238;Mirkuk;
mirl1238;Mirlong;
mirn1241;Mirndi;
mirn1243;Mirning;
mirn1245;Mirniny;gmr
mirp1238;Mirpur Panjabi;pmu
mirr1240;Mernyang;
mirr1241;Mirripu;
mirz1238;Mirzapuri;
mish1241;Digarish;
mish1242;Mishulundu;
mish1244;Miship;mjs
misi1242;Mising-Padam-Miri-Minyong;mrg
misi1243;Misima-Paneati;mpx
misi1244;Misim;
misk1235;Mískito;miq
misk1242;Miskolc;
misk1243;Miskitoic Creole English;
misl1238;Misles;
mism1239;Misman;
miss1249;Missouria;
miss1252;Missouri River Siouan;
miss1254;Mississippi Valley;
miss1255;Missong;
misu1242;Misumalpan;
mith1235;Mithaka-Karuwali;
mith1236;Mithaka;
miti1241;Maitai-Jiingi;
miti1242;Mitiaro;
mitl1235;Mitlatongo Mixtec;vmm
mitl1236;Mitla Zapotec;zaw
mitt1253;Mittu;mwu
mitt1254;Mittelschlesische;
mitt1255;Mittelmärkisch;
mitu1240;Mituku;zmq
mitu1241;Mituku-Lega;
mitu1242;Mitukuic;
miut1238;Miutini;
miuu1237;Miu;mpo
miwa1242;Miwa;vmi
miwo1274;Miwok-Costanoan;
miwo1275;Miwokan;
mixe1283;Mixe de San Juan Cotzocón;
mixe1284;Mixe-Zoque;
mixe1286;Mixe;
mixe1287;Mixed Language;
mixe1288;Mixed Great Andamanese;gac
mixi1241;Mixifore;mfg
mixi1242;Mixistlan;
mixt1422;Mixtecan;
mixt1423;Mixtec-Cuicatec;
mixt1425;Mixtepec Mixtec;mix
mixt1426;Mixtepec Zapotec;zpm
mixt1427;Mixtec;
mixt1428;Mixtepec-Quioquitani-Quieri Zapotec;
miya1257;Miyatnu;
miya1258;Miyazaki-ben;
miya1259;Miyako;mvi
miya1260;Miyako-Jima;
miya1266;Miya;mkf
miya1267;Miyak-Bun-Biwat;
miya1268;Miyakubo Sign Language;ehs
miye1238;Miyemu;
miyo1238;Miyobe;soy
miza1238;Miza;
mizm1238;Mizmast;
mizo1244;Mizoic;
mizo1245;Lusei;
mizu1238;Mizulo;
mkha1234;Mkharmar;
mkuu1238;Mkuu;
mkwe1238;Mkwet;
mlab1235;Mlabri;mra
mlah1239;Mlahsô;lhs
mlal1234;Mlalo;
mlap1238;Mlap;kja
mlap1239;Mlap-Gresi-Kemtuik;
mlom1238;Mlomp;mlo
mmaa1238;Mmaala;mmu
mmal1234;Mmala-Elip-Gunu;
mman1238;Mmani;
mmen1238;Mmen;bfm
mmen1239;Mmen-Bum;
mmok1234;Mmok;
mnga1238;Ngari (Tibetan Autonomous Region);
mnon1258;Mnong-Stieng-Chrau;
mnon1259;Mnong;
mnon1260;Mnong Kwanh;
mnon1261;Mnong Gar;
mnon1262;Mnong Rolom;
moaa1237;Moa;
moab1234;Moabite;obm
moba1243;Moba-Bimoba;
moba1244;Moba;mfq
mobi1236;Mobilian;mod
mobo1238;Mobou;
mobu1235;Mobumrin Aizi;ahm
mobw1234;Mobwa Karen;jkm
moch1255;Mòcheno;mhn
moch1256;Mochi;old
moch1257;Mocho;mhc
moch1258;Mochuelo-Casanare-Cuiba;
moch1259;Mochica;omc
mock1234;Mockfjärd;
moco1246;Mocoví;moc
moda1242;Mo'da;gbn
moda1243;Modang-Segai;
moda1244;Modang;mxd
modd1238;Mod;
mode1248;Modern Greek;ell
mode1249;Modele;
mode1250;Modea;
mode1251;Modern Javanese;
mode1252;Modern South Arabian;
mode1257;Modern Dutch;
mode1258;Modern High German;
mode1259;Modern Southwestern Iranian;
mode1262;Modern Azeric;
mode1263;Modern Cornish;
mode1264;Modern West Frisian;
mode1265;Modern Goidelic;
mode1266;Modern Koineic Greek;
mode1267;Modern Paraguayan Guarani;
mode1268;Modern Marathi;
mode1269;Modele-Ushaku;
mode1270;Modern Sayhadic;
modi1234;Modin;
modo1248;Modo;
modo1249;Modole;mqo
moee1234;Mo'e;
moer1240;Moere;mvq
moes1234;Moesian;
mofu1239;Mofu (Biak);
mofu1248;Mofu-Gudur;mif
mofu1249;Mofuic;
mofu1250;Mofu;
mofu1251;Mofu-Gudur Sign Language;
moga1246;Mogana;
moga1247;Moganda;
moga1248;Mogareb;
moga1249;Mogami;
mogh1245;Mogholi;mhj
mogh1246;Moghamo;
mogh1248;Moghal;
mogu1251;Mogum;mou
mogu1252;Mogum Urmi;
mogu1253;Mogum Déle;
mogu1254;Mogum Diguimi;
moha1256;Mohave;mov
moha1257;Mohawk-Oneida;
moha1258;Mohawk;moh
mohe1244;Mohegan-Montauk-Narragansett;mof
mohi1234;Mohihatetea;
mohm1238;Mohmand;
mohr1238;Mohrano;
mohu1238;Mohung;
moia1234;Moi Asli;
moic1236;Moi (Congo);mow
moii1235;Moi (Indonesia);mxn
moii1253;Moi 1;
moii1254;Moi;
moik1239;Moikodi;mkp
moin1241;Moingi;mwz
moin1242;Moinba;mob
mois1234;Moi Segin;
moit1238;Moitanik;
moji1238;Moji;ymi
moke1240;Mokerang;mft
moke1241;Moken-Moklen;
moke1242;Moken;mwt
moki1238;Mokilese;mkj
moki1243;Mokilko;
moki1244;Mokiba-Ngando;
mokk1242;Mokkan Tila Sadri;
mokk1243;Mok;mqt
mokl1243;Moklen;mkm
moko1243;Mokole;mkl
moko1244;Mokoreng-Loniu;
moko1254;Mokong;
moko1255;Mokola;
moko1256;Mokolo;
moko1257;Mokok;
mokp1238;Mokpa;
mokp1239;Mokpwe;bri
moks1248;Moksha;mdf
moks1249;Moksela;vms
mola1238;Molale;mbe
molb1237;Molbog;pwm
molb1238;Molbog-Palawan;
mold1243;Moldova Sign Language;vsi
mold1248;Moldavian;mol
mole1238;Molengue;bxc
mole1239;Molet;
mole1240;Molet-Asaroo;
moli1245;Molisano;
moli1246;Moliba;
moli1247;Moli;
moli1248;Molima;mox
moll1241;Mol (Vietnam);
moll1242;Mollo-Miomafo;
molm1235;Molmo One;aun
molo1257;Molo;zmo
molo1258;Malu (Central African Republic);
molo1259;Molo (Nyamusa-Molo);
molo1260;Molot;
molo1261;Molo (Indonesia);
molo1262;Molof;msl
molo1266;Moloko;mlw
molo1267;Molokan;
molo1268;Molotschna;
mols1234;Molsom;
molu1244;Molunga;
molu1245;Moluche;
moma1242;Moma;myl
moma1243;Momare;msz
moma1244;Sopac;
moma1245;Moma Even;
momb1253;Mombe;
momb1254;Mombo Dogon;dmb
momb1255;Mombum-Koneraw;
momb1256;Mombasa-Lamu-Inland Swahili;
momi1241;Momi Yadim;
momi1242;Momina;mmb
momi1243;Momi Bati;
momj1237;Mom Jango;ver
momo1242;Momo;
momu1241;Momuna;mqf
momv1238;Momveda;
mona1241;Monastic Sign Language;mzg
mond1263;Mondo;
mond1264;Mondogossou;
mond1265;Mondropolon;npn
mond1266;Monde;
mond1267;Mondzi;
mond1268;Nuclear Mondzish;
mond1269;Mondzish;
mond1270;Mondai;
mone1238;Monégasque;
mong1264;Mongolian Sign Language;msr
mong1329;Mongolic;
mong1330;Mongolia Buriat;bxm
mong1331;Mongolian;mon
mong1332;Mongsen;
mong1333;Mong Leng;
mong1334;Mongbapele;
mong1336;Mongo (Lusengo);
mong1337;Mongala Poto;
mong1338;Mongo;lol
mong1339;Mongo (Kuranko);
mong1340;Mongo (Daju);
mong1342;Mongondow;mog
mong1343;Ulmapo;
mong1344;Mwakai;mgt
mong1345;Mongoba-Kazibati;
mong1346;Mongondowic;
mong1348;Mongol (Papua New Guinea);
mong1349;Mongolic-Khitan;
mong1350;Mongar-Trashigang;
mong1351;Mongoic;
moni1237;Mangue;mom
moni1258;Monic;
moni1259;Monia;
moni1260;Moning;
moni1261;Moni;mnz
monj1234;Monja;
monn1251;Mon (Vietnam);
monn1252;Mon;mnw
monn1253;Mon (India);
mono1268;Monom;moo
mono1269;Mono (Cameroon);mru
mono1270;Mono (Democratic Republic of Congo);mnh
mono1271;Monoarfu;
mono1273;Mono-Alu;mte
mono1274;Mono;
mono1275;Mono (USA);mnr
mono1279;Monogoy;
mono1280;Mono-Uruavan;
monq1236;Monqui;
mons1234;Monsang Naga;nmh
mont1268;Montagnais;moe
mont1269;Montauk;
mont1271;Monte Verde Mixtec;
mont1280;Montol;mtl
mont1282;Montenegrin Standard;cnr
monu1249;Bogia;
monz1249;Monzombo;moj
monz1250;Monzamboli;
monz1251;Monzón;
monz1253;Monzomboic;
moom1238;Mooma;
moon1238;Moonde;
mooo1239;Moo;gwg
moor1245;Bökingharde;
moor1246;Mo'or;
moos1236;Moose Cree;crm
mopa1242;Mopan-Itza;
mopa1243;Mopán Maya;mop
mopl1237;Moplah;
moqa1238;Moqaddam;
mora1239;Moraid;msg
mora1270;Moravian Romani;
mora1271;Morangiya;
mora1272;Morangia;
mora1273;Morawa;mze
mora1274;Moramål;
morb1238;Morbo;
morb1239;Mor (Bomberai Peninsula);moq
mord1256;Mordvin;
more1254;Moreb;
more1255;Yam;
more1256;Morehead-Maro;
more1257;Morela;
more1258;Moresada;msx
more1259;Morelos Nahuatl;nhm
more1262;Morerebi;xmo
more1263;Moreic-Waric;
more1264;Moreic-Tora;
mori1265;Morigele;
mori1266;Morie;
mori1267;Moriori;
mori1268;Mori Bawah;xmz
mori1269;Mori Atas;mzq
mori1270;Mori;
mori1271;Morigi;mdb
mori1272;Morioka;
mori1273;Morike;
mori1277;Moriko;
mori1278;Morisyen;mfe
mori1279;Morin Daba Dagur;
morm1235;Mor (Mor Islands);mhz
moro1242;Moroccan Sign Language;xms
moro1280;Moronou;
moro1281;Morom;bdo
moro1282;Baka-Beli;
moro1284;Morokodo;mgc
moro1285;Moro;mor
moro1286;Morouas;mrp
moro1287;Moronene;mqn
moro1289;Marori;mok
moro1290;Morotai;
moro1291;Morogata;
moro1292;Moroccan Arabic;ary
moro1293;Morokodo-Beli;
moro1295;Moroccan-Andalusian Arabic;
moro1296;Morom-Jaya-Naba;
mors1234;Morsephang;
mort1237;Mortlockese;mrl
mort1238;Mortlockese-Trukese;
moru1251;Moruba;
moru1252;Moru-Madi;
moru1253;Moru;mgd
moru1254;Moruwa'di;
mosa1240;Muishaung;
mose1249;Mosetén-Chimané;cas
mosi1246;Mosieno;
mosi1247;Akie;mwy
mosi1248;Mosimo;mqv
mosk1236;Moskona;mtj
moss1236;Mossi;mos
moss1237;Mossi-Farefare;
moss1238;Mossic;
mosu1234;Mosul Plain Christian Neo-Aramaic;
mosu1235;Mosul Arabic;
mota1237;Mota;mtt
mote1237;Motemboic;
moti1240;Motiem;
motk1236;Motki;
motl1237;Mwotlap;mlv
motm1238;Moto-Mar;
moto1243;Motozintleco;
motu1246;Motu;meu
motu1248;Motu-based pidgin;
moug1238;Mougo;
mouk1239;Mouk-Aria;mwh
mouk1240;Mouk;
moun1250;Mountain Upper Markham;
moun1252;Mountain Koiali;kpx
moun1253;Mountain Ok;
moun1254;Mountain Oti North Guang;
moun1255;Mount Avejaha Sign Language;
moun1256;Mountain Cahuilla;
moun1257;Mountain Slavey;
mouw1234;Mouwase;jmw
mova1237;Movar;
move1241;Move;
movi1243;Movima;mzp
mowo1238;Mowor;
moxe1238;Moxev;
moxo1234;Mojeño;
moxo1235;Mojeno-Paunaca;
moya1235;Moyadan Itneg;ity
moye1234;Moyen Kasai-Ngounie;
moye1235;Moye;
moyo1238;Moyon;nmo
moyo1239;Moyo;
moyo1240;Moyon-Monsang Naga;
moza1235;Mozambican Sign Language;mzy
moza1249;Mozarabic;mxi
moza1250;Northern Saharan Oasis Berber;
moza1251;Mozambican Ngoni;xnq
mozo1238;Mozome;
mpad1242;Mpade;mpi
mpak1240;Mpaka;
mpal1237;Mpalityanh-Luthigh;
mpal1238;Mpalitjanh;xpj
mpam1238;Mpama (Mongo);
mpam1239;Mpama;
mpar1238;Mparntwe Arrernte;
mpie1238;Mpiemo;mcx
mpie1239;Mpiemo-Ukhwejo;
mpii1239;Mpi;mpz
mpii1240;Mpiin;
mpin1234;Mpinda;pnd
mpoi1234;Mpoic;
mpom1238;Mpomam;
mpon1251;Mpondomise;
mpon1252;Mpondo;
mpon1253;Mpongo;
mpon1254;Mpongmpong;mgg
mpon1255;Mpongwe;
mpoo1238;Mpo;
mpot1240;Mpoto;mpa
mpot1241;Mpotovoro;mvt
mpra1235;Mpra;
mpuo1241;Mbuun;zmp
mpur1239;Mpur;akc
mpus1238;Mpus;
mput1234;Mput;
mpuu1241;Ampumpwom;
mpuu1242;Mpuun;
mpye1238;Mpyemo;
mran1234;Mranmaic;
mras1239;Mrassa;
mria1237;Mriak-Mriku;
mrim1238;Mrima;
mroc1235;Mro Chin;cmr
mroo1239;Mro;
mrui1235;Mruic;
mruu1242;Mru;mro
mser1242;Mser;kqx
mtez1238;Mtezi;
mtir1235;Mt. Iriga Agta;agz
mtir1236;Mt. Iraya Agta;atl
mtiu1238;Mtiuletian-Gudamaqrian;
mual1240;Mual;
mual1241;Mualang;mtd
muan1234;Muangphe;
muat1238;Muaturaina;
muba1238;Mubami;tsx
mubi1239;Mubi (Foi);
mubi1246;Mubi;mub
mubi1247;Mubic;
muck1238;Muckleshoot;
mucu1234;Mucunchi;
muda1235;Muda;ymd
mudb1240;Mudburra;dmw
mudh1235;Mudhili Gadaba;gau
mudi1234;Mùdǐqīng Pumi;
mudu1239;Muduga;udg
mudu1240;Mudu;
mudu1241;Mudu Koraga;vmd
mudu1242;Muduapa;wiv
mudu1245;Muduga-Palu;
muel1234;Muellamues;
muer1238;Muerzong;
mufi1238;Mufian;aoj
mufi1239;Mufian-Bukiyip-Abu;
mufu1234;Mufu;
mufw1238;Mufwa;
muga1241;Mugali;
muga1242;Mugange;
mugh1242;Mughalbandi;
mugh1243;Mughaja;
mugi1235;Mugin;
mugo1238;Mugom;muk
mugu1242;Muguji;
mugu1243;Muguani;
muhe1234;Muher;
muhu1241;Muhura;
muhu1242;Muhulu;
muin1242;Muinane;bmr
muir1238;Muirin;
muji1235;Muji;
muji1236;Muji Yi;ymj
muka1237;Mukah-Oya;
mukh1238;Mukha-Dora;mmk
mukl1234;Muklomic;
mukl1235;Muklom;
muko1237;Muko-Muko;vmo
mukr1239;Mukri;
muku1240;Mukula (Zambia);
muku1242;Mukulu;moz
mula1252;Mulam-Kam;
mula1253;Mulam;mlm
mula1254;Mulaha;mfw
mula1255;Mulan;
mule1238;Mulenge;
mulg1243;Mulgaon-Wangtang;
mull1237;Mullukmulluk;mpb
mull1244;Mullu Kurumba;kpb
mull1247;Muller-Schwaner;
mulo1238;Mulonga;
muls1238;Mulsom;
mult1243;Multani;
mulu1242;Mulung;
mulu1243;Muluridyi;vmu
muly1238;Mulyen;
mume1239;Mumeng;
mumm1238;Mum;kqa
mumo1239;Mumoni;
mumu1249;Mumuye-Yandang;
mumu1250;Mumuyic;
mumv1239;Mumviri;
muna1238;Munaseli Pandai;
muna1246;Muna-Buton;
muna1247;Muna;mnb
munc1235;Mün Chin;mwq
mund1320;Mundari;unr
mund1321;Munda;unx
mund1322;Munda Andhra Pradesh Gadaba;
mund1323;Munda Orissa Gadaba;
mund1324;Mundangic;
mund1325;Mundang;mua
mund1326;Mündü;muh
mund1327;Mundani;mnf
mund1328;Mundabli-Mufu;boe
mund1329;Mundurukuic;
mund1330;Mundurukú;myu
mund1334;Mundat;mmf
mund1335;Mundaic;
mund1336;Mundaric;
mund1337;Mundat-Karfa;
mund1338;Mundani-Njen;
mund1339;Mundari (Retired);muw
mund1340;Mundabli;
mund1341;Mundum;
mung1263;Mung;
mung1264;Mungre;
mung1265;Mungo;
mung1266;Mungaka;mhk
mung1267;Mungong;
mung1268;Munga;
mung1269;Munggui;mth
mung1270;Mungiki;
mung1271;Munggava;
mung1272;Mungkip;mpv
mung1275;Mungba;
muni1255;Munin;
muni1256;Munan;
muni1257;Munit;mtc
muni1258;Muniche;myr
muni1259;Munic;
muni1262;Munib;
munj1244;Munji;mnj
munj1245;Munji (Papua New Guinea);
munj1246;Munjuk-Nord;
munj1247;Munjuk-Sud;
munj1248;Munji-Mantsi;
munk1243;Münkü;
munk1244;Munken;
muns1250;Munster-Leinster;
muns1251;Munsee;umu
muns1252;Münsterlandisch;
munt1238;Muntenian;
munu1238;Munumburru;
muny1238;Munyuku;
muny1242;Munyo;
muon1245;Muongic;
muon1246;Muong;mtq
mupu1234;Mupun;
mura1269;Kuninjku;
mura1270;Murasi;
mura1271;Muratayak;asx
mura1272;Murato;
mura1273;Múra;
mura1277;Mura;
murc1238;Murcian;
mure1235;Mure;
mure1236;Murego-Gubden;
muri1258;Muri;
muri1259;Murik (Malaysia);mxr
muri1260;Murik (Papua New Guinea);mtf
muri1261;Murilo-Fanapanges;
muri1262;Muria;
murk1238;Murkim;rmh
murl1244;Murle;mur
muro1241;Muromachi;
murp1234;Mur Pano;tkv
murr1257;Murrungun;
murr1258;Murriny Patha;mwf
murr1259;Murrinhpatha;
murr1260;Murrinhdiminin;
murr1261;Murrinhkura;
murr1262;Murru;
murs1242;Mursi;muz
muru1265;Muruwaric;
muru1266;Muruwari;zmu
muru1267;Murugu;
muru1268;Murum;
muru1269;Murung 2;
muru1272;Murut Padas;
muru1273;Murupi;mqw
muru1274;Murui Huitoto;huu
muru1275;Murutic;
musa1261;Musahari;
musa1262;Musar (Maithili);
musa1263;Musasa;smm
musa1264;Musaia;
musa1265;Hember Avu;mmi
musa1266;Aisi;mmq
muse1238;Musen;
muse1242;Musey;mse
musg1253;Musgoi;
musg1254;Musgu;mug
musg1256;Musgu-Mbara;
mush1238;Mushungulu;xma
mush1239;Mushere;
mush1240;Mush-Tigranakert;
mush1241;Mush Kurmanji;
musi1241;Musi;mui
musi1242;Rejang Musi;
musi1243;Music;
musk1252;Muskogean;
musk1256;Muskum;mje
musl1236;Muslim Tat;ttt
musl1237;Muslim Pontic Greek;
muso1238;Musom;msu
muso1239;Musom-Sirak;
musq1240;Musqueam;
muss1244;Mush;
muss1245;Musselmani;
muss1246;Mussau-Emira;emi
muss1248;Mussau;
musu1240;Musunye;
musu1241;Musumb;
musu1242;Musukotwani;
muth1236;Muthuvan;muv
muth1242;Muthambi;
muth1243;Muthuvan-Mannan;
muti1238;Mutidi;
muts1243;Mutsun;css
mutu1242;Mutu;tuc
mutu1250;Muturuwa;
mutu1251;Muturami;
mutw1238;Mutwang;
muxo1234;Muxojeona;
muya1239;Muya;
muya1243;Muyang;muy
muyu1244;Muyuw;myw
muzi1235;Muzi;ymz
muzo1235;Muzo;
muzu1238;Muzuk;
